Date(UTC),AddressCount,AvgGasPrice,BlockCountRewards,BlockDifficulty,BlockSize,BlockTime,ChainData,EnsRegistrations,EtherPrice,Ethersupply,Ethersupply2,GasLimit,GasUsed,MarketCap,NetworkHash,TransactionFee,TxGrowth,Uncles
2016-12-02,856233,23095222285,6075,71.265,1462,14.22,,,7.65,31796.40625,86545275.03125,3291199,1219699612,7.65,5341.6121,2.808175721980635e+19,41642,401
2016-12-03,862630,22832490174,6160,74.253,1404,14.0,,,7.9,32116.40625,86577391.4375,3290780,1114755125,7.9,5614.5189,2.5910085196639703e+19,41357,373
2016-12-04,868190,22644586389,5983,75.672,1403,14.4,,,7.54,31172.5,86608563.9375,3291411,1131598024,7.54,5551.9253,2.625906785226225e+19,39643,356
2016-12-05,874903,23613848731,6004,73.601,1491,14.34,,,6.69,31234.6875,86639798.625,3926785,1245472147,6.69,5409.3217,3.1260227778687816e+19,41613,346
2016-12-06,877485,23636815655,6089,71.207,1615,14.09,,,7.61,31975.625,86671774.25,3997425,1416816699,7.61,5367.7479,3.472419036220227e+19,48200,424
2016-12-07,879373,23374892164,6073,73.643,1523,14.17,,,8.35,31710.625,86703484.875,4001886,1404643653,8.35,5496.8057,3.498683089340099e+19,41757,376
2016-12-08,881066,939588332579,6125,76.369,1416,14.03,,,8.3,32094.0625,86735578.9375,4006060,1238511280,8.3,5783.3873,7.924889804728477e+20,39587,418
2016-12-09,882875,22949471336,6050,79.28,1502,14.22,,,8.52,31660.625,86767239.5625,4005990,1332538357,8.52,5914.8346,3.1427944831704977e+19,41444,396
2016-12-10,886258,22755035263,6075,80.985,1428,14.16,,,8.09,31676.40625,86798915.96875,4005120,1210059849,8.09,6040.1544,2.902731645971069e+19,40564,369
2016-12-11,888937,23102362744,6098,82.93799999999999,1681,14.11,,,8.2,31782.03125,86830698.0,4005638,1630402551,8.2,6204.02,3.680282475236215e+19,39164,365
2016-12-12,890669,23597952573,5999,80.878,1477,14.35,,,8.45,31339.375,86862037.375,4012790,1262373967,8.45,5975.0517,3.123666629997922e+19,38741,384
2016-12-13,892266,22648901910,6070,82.22399999999999,1538,14.17,,,8.4,31810.0,86893847.375,4008647,1328681874,8.4,6168.728,3.096445138376005e+19,44664,412
2016-12-14,895504,22618352558,6080,81.678,1835,14.14,,,8.23,31850.46875,86925697.84375,4010315,1460654618,8.23,6132.4685,3.488665337892242e+19,47294,407
2016-12-15,899270,23094151934,6001,82.53399999999999,1582,14.33,,,7.76,31367.8125,86957065.65625,4009752,1390060373,7.76,6097.3583,3.442786760716491e+19,46102,382
2016-12-16,901155,22992393242,6075,84.13799999999999,1506,14.15,,,7.85,31756.40625,86988822.0625,4010738,1291609871,7.85,6290.8766,3.0594388154557096e+19,43953,385
2016-12-17,904251,23595023607,6116,84.53399999999999,1418,14.07,,,7.66,31962.34375,87020784.40625,4007103,1235492184,7.66,6370.3847,3.2801700786191405e+19,39442,395
2016-12-18,906316,23992718388,6096,87.76,1345,14.13,,,7.89,31892.5,87052676.90625,4004408,1106211073,7.89,6594.1816,2.772324655989505e+19,36640,396
2016-12-19,908427,23123514564,6032,88.902,1616,14.27,,,7.61,31470.46875,87084147.375,4004278,1495809320,7.61,6588.4056,3.6451357768973607e+19,45599,371
2016-12-20,910765,24119840003,6069,90.508,1536,14.19,,,7.59,31668.90625,87115816.28125,4008755,1527558481,7.59,6748.3212,4.390159746533461e+19,44241,373
2016-12-21,912667,23592292635,6070,90.111,1769,14.19,,,7.87,31592.96875,87147409.25,4006388,1796300581,7.87,6696.8063,5.474736540267383e+19,50793,351
2016-12-22,921440,20481256826,5956,88.552,1762,14.42,,,7.64,31074.0625,87178483.3125,4005071,1695203949,7.64,6475.333,3.884440559748092e+19,55173,362
2016-12-23,925590,21893017280,5954,82.166,1522,14.43,,,7.16,31117.34375,87209600.65625,4005530,1339317925,7.16,6022.6423,2.9673669189633577e+19,44391,379
2016-12-24,927358,22905581735,6006,76.928,1361,14.33,,,7.23,31326.875,87240927.53125,4005314,1110435549,7.23,5671.6635,2.5817525349092127e+19,37757,364
2016-12-25,928670,22736759512,6127,78.75,1317,14.07,,,7.19,32008.4375,87272935.96875,4005173,1044011922,7.19,5939.9539,2.421790154001773e+19,36601,390
2016-12-26,930087,22814139095,6066,82.52799999999999,1294,14.18,,,7.21,31644.6875,87304580.65625,4004528,1001482192,7.21,6147.6001,2.312041301023281e+19,34565,370
2016-12-27,931796,23152519818,5998,80.947,1558,14.38,,,7.15,31226.5625,87335807.21875,4002387,1432239709,7.15,5943.6228,3.63981345764551e+19,42370,346
2016-12-28,933815,22822250696,6056,79.482,1531,14.19,,,7.57,31571.40625,87367378.625,4003240,1356040583,7.57,5906.9011,3.1575304426588828e+19,43386,365
2016-12-29,936427,23046273651,6082,78.498,1678,14.12,,,8.21,31818.75,87399197.375,4002971,1632342826,8.21,5885.5378,4.070029320645889e+19,46546,396
2016-12-30,938850,22836679784,6063,78.99600000000001,1623,14.17,,,8.16,31681.5625,87430878.9375,4003148,1553149651,8.16,5892.7281,4.4810910765726425e+19,44561,382
2016-12-31,941811,22450276633,5993,81.07300000000001,1544,14.34,,,8.05,31228.125,87462107.0625,4005641,1267201745,8.05,5957.5536,2.859880080571172e+19,41220,356
2017-01-01,943417,22502464773,6111,79.895,1390,14.09,,,8.14,31748.28125,87493855.34375,4004494,1122085141,8.14,5962.5576,2.5262224854177026e+19,38730,337
2017-01-02,945665,22989772352,6058,80.59100000000001,1458,14.21,,,8.33,31530.78125,87525386.125,4005192,1200378294,8.33,5979.936,2.811834105552941e+19,39652,353
2017-01-03,948326,23220439902,6035,80.545,1627,14.28,,,9.59,31523.28125,87556909.40625,4004606,1725017707,9.59,5984.9265,4.02453430986876e+19,45883,385
2017-01-04,951853,23038159919,6141,87.318,1717,13.99,,,10.88,32099.53125,87589008.9375,4004246,1722856381,10.88,6603.4409,3.950458343660598e+19,50673,393
2017-01-05,955172,22939235415,6091,90.096,1676,14.1,,,10.2,31817.03125,87620825.96875,4004576,1531231916,10.2,6748.8433,3.4857577903488733e+19,49596,381
2017-01-06,958484,23009819425,6009,91.837,1593,14.32,,,10.07,31359.53125,87652185.5,4005286,1346979886,10.07,6783.5835,3.13190764022956e+19,43804,373
2017-01-07,961114,22843513981,6108,93.445,1570,14.09,,,9.78,31895.0,87684080.5,4004812,1339394826,9.78,7025.7055,3.018449407378129e+19,43622,388
2017-01-08,963314,22998988736,6074,94.53399999999999,1557,14.13,,,10.27,31684.375,87715764.875,4005788,1452349378,10.27,7052.8143,3.3024227832090477e+19,42727,372
2017-01-09,965736,23091635207,6082,97.382,1595,14.16,,,10.2,31750.3125,87747515.1875,4006987,1557850735,10.2,7281.103,3.5919169690070733e+19,46188,378
2017-01-10,968054,22532703925,6030,98.72200000000001,1686,14.27,,,10.55,31349.375,87778864.5625,4003798,1666781505,10.55,7283.0151,3.870940401388122e+19,48179,344
2017-01-11,970329,22676639926,6047,99.096,1591,14.24,,,9.83,31522.96875,87810387.53125,4004492,1526928420,9.83,7356.4905,3.4634134307247944e+19,45221,367
2017-01-12,973959,23040753981,6056,99.976,1697,14.21,,,9.81,31556.71875,87841944.25,4007178,1613483109,9.81,7432.253,3.7083060660754735e+19,50589,367
2017-01-13,977582,22119879499,6106,101.35600000000001,1729,14.1,,,9.78,31730.3125,87873674.5625,4007972,1614122156,9.78,7568.8324,3.578273198371353e+19,50833,346
2017-01-14,981025,22409886093,6067,102.51700000000001,1499,14.18,,,9.78,31478.125,87905152.6875,4005799,1276527305,9.78,7587.9426,2.8739323359416136e+19,42044,328
2017-01-15,983455,22419878847,6085,103.641,1498,14.14,,,9.88,31702.03125,87936854.71875,4005652,1333535915,9.88,7741.9086,2.998149427596773e+19,41748,369
2017-01-16,985864,22395773525,6052,104.134,1575,14.22,,,9.59,31540.3125,87968395.03125,4006416,1447294287,9.59,7735.3142,3.252371340724529e+19,45375,366
2017-01-17,988571,22742343222,6002,103.81700000000001,1642,14.36,,,10.14,31296.09375,87999691.125,4005926,1742542655,10.14,7657.6882,3.942237021503063e+19,46671,371
2017-01-18,991171,22420105832,6065,102.053,1583,14.18,,,10.19,31607.96875,88031299.09375,4006634,1514489339,10.19,7592.5237,3.3984213641577644e+19,44994,363
2017-01-19,993689,22228644380,6158,107.184,1552,14.0,,,10.43,32121.09375,88063420.1875,4006932,1417244289,10.43,8114.4421,3.1295282022109786e+19,43628,383
2017-01-20,996812,22369863556,5963,106.85700000000001,1609,14.41,,,10.6,31121.09375,88094541.28125,4005670,1515455427,10.6,7838.6452,3.36477800820626e+19,45775,375
2017-01-21,999192,22405633901,6046,108.35799999999999,1504,14.27,,,10.91,31523.75,88126065.03125,4006350,1388291037,10.91,8044.0736,3.0663926862289093e+19,43302,368
2017-01-22,1001830,22118050371,6065,108.811,1616,14.18,,,10.71,31577.8125,88157642.84375,4008101,1643236317,10.71,8083.9775,3.5768655611072717e+19,47432,354
2017-01-23,1004532,22267116021,6048,111.109,1612,14.22,,,10.78,31498.4375,88189141.28125,4007046,1597491636,10.78,8232.8818,3.5018861180104655e+19,46076,354
2017-01-24,1006944,22081334070,6037,109.885,1754,14.23,,,10.51,31420.46875,88220561.75,4006384,1886697084,10.51,8124.3364,4.1164260408630845e+19,50414,351
2017-01-25,1009369,22329866070,6010,110.021,1644,14.31,,,10.51,31423.59375,88251985.34375,4005629,1674958906,10.51,8145.8979,3.775670633576886e+19,46256,387
2017-01-26,1012519,22478987111,6081,111.654,1673,14.14,,,10.65,31784.6875,88283770.03125,4005536,1623030263,10.65,8367.5758,3.6459947636460863e+19,46856,394
2017-01-27,1014907,22449741445,5985,112.70700000000001,1658,14.36,,,10.51,31114.84375,88314884.875,4004172,1559585360,10.51,8244.2883,3.53494286973526e+19,46680,335
2017-01-28,1017588,22219721089,6063,111.59700000000001,1628,14.21,,,10.54,31527.96875,88346412.84375,4004703,1513588184,10.54,8279.3794,3.3345009009816924e+19,45189,347
2017-01-29,1019716,22393586898,5960,110.677,1523,14.43,,,10.47,31133.125,88377545.96875,4004799,1368433239,10.47,8111.2062,3.06185459321584e+19,42509,372
2017-01-30,1022347,22234080218,6094,110.965,1579,14.1,,,10.62,31915.3125,88409461.28125,4004426,1490998292,10.62,8348.0885,3.279253845580968e+19,45369,406
2017-01-31,1024108,23010693003,6018,112.73700000000001,1539,14.29,,,10.71,31413.90625,88440875.1875,4005092,1406776443,10.71,8339.12,3.2009038231765586e+19,43649,373
2017-02-01,1026094,22534983936,6009,111.557,1607,14.32,,,10.71,31332.1875,88472207.375,4004053,1723454015,10.71,8226.0029,3.81155411062726e+19,44541,362
2017-02-02,1028070,22623466807,6047,113.89,1578,14.2,,,10.78,31414.84375,88503622.21875,4003996,1558834935,10.78,8407.2648,3.5459397355305275e+19,43709,331
2017-02-03,1029880,22508635957,5990,112.321,1568,14.38,,,10.95,31273.28125,88534895.5,4005129,1519386885,10.95,8271.9789,3.4059355115180446e+19,42778,373
2017-02-04,1032097,22623314914,6078,112.665,1560,14.12,,,11.32,31760.78125,88566656.28125,4005458,1441528397,11.32,8427.7058,3.2971661726655975e+19,45410,385
2017-02-05,1033882,22331019732,6077,118.163,1614,14.16,,,11.22,31601.5625,88598257.84375,4004770,1567592675,11.22,8773.2937,3.4840821328830374e+19,46542,338
2017-02-06,1035599,22488425969,6050,119.234,1606,14.21,,,11.32,31623.59375,88629881.4375,4006549,1599155373,11.32,8877.6557,3.586561362423705e+19,47306,383
2017-02-07,1037811,22381838948,5998,119.40799999999999,1827,14.34,,,11.45,31491.40625,88661372.84375,4006191,1983099544,11.45,8865.7805,4.606871500266975e+19,51866,417
2017-02-08,1040358,22770223820,6067,120.24,1764,14.18,,,11.39,31707.96875,88693080.8125,4007044,1831684518,11.39,8981.8497,4.37137416510809e+19,51089,387
2017-02-09,1042268,22865377988,6029,121.113,1630,14.25,,,10.94,31427.1875,88724508.0,4006817,1730081198,10.94,8947.4759,4.068162167217308e+19,47873,354
2017-02-10,1044332,22403621823,6040,124.421,1735,14.23,,,11.34,31496.40625,88756004.40625,4006488,2034959642,11.34,9217.8017,4.6219403549474185e+19,52222,361
2017-02-11,1046267,22195555854,6038,124.729,1594,14.22,,,11.43,31589.84375,88787594.25,4006035,1761766435,11.43,9275.2906,3.849593317070354e+19,46560,387
2017-02-12,1048901,22626108892,6059,126.46,1571,14.21,,,11.42,31569.6875,88819163.9375,4006386,1715520962,11.42,9392.2664,4.033677656511947e+19,45319,358
2017-02-13,1051104,23210412106,6070,127.523,1823,14.19,,,11.39,31734.0625,88850898.0,4007567,2340786140,11.39,9522.8756,6.146315438719342e+19,55990,382
2017-02-14,1053923,22818886821,6023,129.976,1914,14.29,,,13.0,31470.9375,88882368.9375,4006644,2194959803,13.0,9629.3742,4.98321843542363e+19,58298,378
2017-02-15,1056702,31915437681,6089,129.591,1818,14.14,,,12.97,31721.40625,88914090.34375,4008972,2349687466,12.97,9674.344,9.052776101823075e+19,55320,361
2017-02-16,1058825,22602328224,6052,129.994,1661,14.22,,,12.95,31539.84375,88945630.1875,4009688,1745086369,12.95,9633.6869,3.921124029299061e+19,49674,351
2017-02-17,1060926,22533195533,6012,133.278,1661,14.33,,,12.72,31327.8125,88976958.0,4006606,1731885385,12.72,9813.818,3.884667405719459e+19,49406,350
2017-02-18,1063883,23057941420,5999,135.014,1773,14.34,,,12.83,31211.71875,89008169.71875,4006562,1867779741,12.83,9910.4307,4.465269892579815e+19,49398,343
2017-02-19,1065920,22391656238,6019,137.219,1635,14.31,,,12.82,31267.1875,89039436.90625,4006797,1612661135,12.82,10076.9868,3.6312674289665712e+19,48227,326
2017-02-20,1068400,22466228953,6015,137.08700000000002,1696,14.31,,,12.52,31387.8125,89070824.71875,4006821,1804435972,12.52,10118.1204,4.103446799463896e+19,50152,362
2017-02-21,1071424,22569187220,6052,140.244,1989,14.2,,,12.77,31416.875,89102241.59375,4007765,2378366614,12.77,10342.9777,5.486547966531291e+19,58434,320
2017-02-22,1073757,22844411723,5968,140.528,1790,14.43,,,12.69,30987.34375,89133228.9375,4009128,2167016939,12.69,10225.688,5.095434761388852e+19,50372,319
2017-02-23,1076071,22741575515,6019,139.77100000000002,1667,14.29,,,13.13,31229.53125,89164458.46875,4009303,1835447879,13.13,10249.8892,4.335249304196641e+19,47601,317
2017-02-24,1078758,22755690878,6011,140.244,1778,14.34,,,13.11,31263.59375,89195722.0625,4010814,1810426719,13.11,10300.807,4.133923813777058e+19,54081,335
2017-02-25,1081093,22580332911,6039,142.922,1761,14.28,,,13.57,31553.90625,89227275.96875,4009354,2017627760,13.57,10613.2667,4.466242232425109e+19,53245,377
2017-02-26,1083604,22771424431,6089,147.403,1713,14.12,,,14.59,31820.15625,89259096.125,4012114,1704657840,14.59,11038.1733,3.9379004377986e+19,51716,381
2017-02-27,1086792,23193818563,5988,150.763,1819,14.37,,,15.55,31246.40625,89290342.53125,4022567,1932296583,15.55,11078.6475,4.5027386000703136e+19,52642,361
2017-02-28,1091303,23580755304,6107,154.531,1935,14.08,,,16.07,31856.09375,89322198.625,4032516,2140853331,16.07,11579.116,5.096269142341913e+19,60277,367
2017-03-01,1098329,27402631555,5958,152.61,2235,14.45,,,17.55,31144.84375,89353343.46875,4019383,2146017149,17.55,11193.1403,5.494297164887197e+19,59774,379
2017-03-02,1104821,23609865289,6061,152.75,2209,14.2,,,19.08,31630.9375,89384974.40625,4020666,2278844062,19.08,11369.6535,5.486269424296699e+19,70779,370
2017-03-03,1111646,23008036079,6006,160.218,2084,14.31,,,19.48,31298.90625,89416273.3125,4017598,2015645991,19.48,11791.9899,4.640312280215515e+19,64294,353
2017-03-04,1115958,22752613012,5985,158.696,1860,14.37,,,18.61,31172.65625,89447445.96875,4012281,1881415432,18.61,11641.3951,4.251942051927137e+19,58756,353
2017-03-05,1120047,22459193729,6073,163.957,1821,14.18,,,19.22,31561.875,89479007.84375,4008611,1890414773,19.22,12169.6377,4.3438703490226225e+19,57031,340
2017-03-06,1124705,22683379793,5977,166.365,1808,14.41,,,19.75,31153.125,89510160.96875,4010710,1824348403,19.75,12202.0077,4.135169201848051e+19,57020,360
2017-03-07,1128534,22439900327,5978,165.933,1963,14.43,,,18.91,31068.75,89541229.71875,4006006,1962866259,18.91,12126.1529,4.380270861588837e+19,62589,336
2017-03-08,1132810,22717981194,6016,170.548,1800,14.29,,,16.54,31325.9375,89572555.65625,4007589,1749096281,16.54,12566.0974,4.031748409089501e+19,55386,350
2017-03-09,1139420,22460423289,5928,173.894,2403,14.54,,,17.71,30809.53125,89603365.1875,4013111,2168001854,17.71,12593.1903,4.97685971017682e+19,64266,329
2017-03-10,1145555,25715550291,5953,172.946,2190,14.43,,,19.13,31027.03125,89634392.21875,4009374,2244444377,19.13,12622.6645,5.557275642824565e+19,65132,353
2017-03-11,1151496,22822227019,6002,175.15099999999998,2014,14.35,,,21.45,31235.46875,89665627.6875,4010983,2121047668,21.45,12870.7578,4.796142906119904e+19,64803,347
2017-03-12,1158864,22944292835,5919,177.745,2043,14.53,,,23.31,30849.53125,89696477.21875,4008825,2112935282,23.31,12911.1921,4.8529026723026e+19,66646,357
2017-03-13,1170758,23503094188,6040,180.235,2452,14.25,,,28.45,31613.75,89728090.96875,4013572,3230713433,28.45,13434.1504,7.636274961095886e+19,81718,400
2017-03-14,1180408,22958465248,5961,179.845,2433,14.43,,,28.58,31214.84375,89759305.8125,4010738,3113154274,28.58,13255.2329,7.482260577439731e+19,77155,407
2017-03-15,1190919,22877843867,5986,184.132,2456,14.37,,,35.18,31377.65625,89790683.46875,4014215,2732822658,35.18,13628.7396,6.4307989531205616e+19,81205,409
2017-03-16,1208579,23318234775,5990,185.854,3071,14.37,,,45.51,31427.96875,89822111.4375,4024249,3665163840,45.51,13794.9629,8.539888598342586e+19,109950,423
2017-03-17,1224321,27329559604,6046,192.81,2880,14.22,,,44.48,31841.875,89853953.3125,4039328,3367447756,44.48,14518.7852,8.896620259758998e+19,106635,460
2017-03-18,1236276,22588280322,5991,197.601,2513,14.36,,,34.0,31482.34375,89885435.65625,4043895,2680677691,34.0,14696.5419,6.051984456442977e+19,89920,435
2017-03-19,1244923,22676654708,5950,190.86700000000002,2396,14.48,,,43.12,30994.53125,89916430.1875,4063474,2539978136,43.12,13915.1809,5.7003510352675365e+19,84599,349
2017-03-20,1254137,22485861954,6066,199.408,2316,14.15,,,42.51,31670.3125,89948100.5,4094927,2538286690,42.51,14863.3155,5.694921183889185e+19,80264,374
2017-03-21,1264243,22401666063,5957,199.63099999999997,2507,14.46,,,42.67,31016.40625,89979116.90625,4083835,2722576858,42.67,14561.0448,6.421871893421586e+19,84298,345
2017-03-22,1272509,22752454613,6008,201.632,2368,14.31,,,41.65,31372.34375,90010489.25,4160216,2630501522,41.65,14914.7357,6.019647044409351e+19,78821,383
2017-03-23,1280501,22541771175,5914,210.87900000000002,2513,14.55,,,43.2,30980.9375,90041470.1875,4204180,2732317738,43.2,15425.4361,6.099908203762955e+19,82434,406
2017-03-24,1291931,27441833681,5913,211.0,2557,14.54,,,53.19,30840.9375,90072311.125,4227395,2802719814,53.19,15334.1063,7.328901789836396e+19,87775,366
2017-03-25,1301464,23012529660,5962,211.205,2428,14.44,,,50.62,31062.8125,90103373.9375,4148208,2527232365,50.62,15439.4585,5.809245300948805e+19,84394,354
2017-03-26,1308803,22249849693,5981,221.175,2375,14.37,,,50.63,31175.46875,90134549.40625,4055066,2604354268,50.63,16219.4936,5.810472857606634e+19,79534,355
2017-03-27,1320623,22247794560,5951,231.657,2896,14.45,,,49.06,31002.1875,90165551.59375,4067603,3525902049,49.06,16894.3097,7.773924606667534e+19,94570,350
2017-03-28,1329617,22247087954,5900,229.549,2543,14.61,,,50.25,30555.46875,90196107.0625,4076318,2829505044,50.25,16458.957,6.388207324273066e+19,84348,295
2017-03-29,1338529,22264312196,5988,232.98,2744,14.36,,,53.07,31268.28125,90227375.34375,4209754,3116605361,53.07,17141.823,6.932498441445473e+19,93064,369
2017-03-30,1352837,22337722011,5910,236.982,2853,14.57,,,51.91,30819.84375,90258195.1875,4194903,3137212539,51.91,17183.9723,7.110513215676181e+19,96209,355
2017-03-31,1367188,22421222086,5971,240.139,2949,14.39,,,49.91,31208.28125,90289403.46875,4186445,3436349297,49.91,17643.5302,7.740067652754119e+19,103102,377
2017-04-01,1374894,22145659410,5926,239.048,2403,14.51,,,50.6,30850.9375,90320254.40625,4222081,2573095663,50.6,17342.0731,5.722288135861453e+19,80572,342
2017-04-02,1385185,22176202916,5846,242.037,2669,14.7,,,48.55,30440.78125,90350695.1875,4251363,2994651161,48.55,17320.8014,6.626708211948601e+19,88948,337
2017-04-03,1398126,22176569227,5979,225.778,2788,14.4,,,44.13,31186.25,90381881.4375,4275871,3376865972,44.13,16564.8723,7.478445755475329e+19,100221,360
2017-04-04,1408346,22335006404,5932,240.588,2518,14.49,,,44.43,31055.3125,90412936.75,4177144,2864503196,44.43,17593.0096,6.497985001795513e+19,86279,386
2017-04-05,1418641,22438228964,5986,246.27900000000002,2558,14.41,,,44.9,31235.3125,90444172.0625,4172167,2984719130,44.9,18094.6996,6.831268604858514e+19,87411,362
2017-04-06,1432417,22774967565,5880,248.61900000000003,2799,14.65,,,43.23,30724.375,90474896.4375,4147633,3183645283,43.23,17967.3505,7.338862288890106e+19,95177,364
2017-04-07,1440597,22133175527,5946,249.575,2776,14.47,,,42.31,31074.53125,90505970.96875,4199878,3272867342,42.31,18253.0325,7.2418987716162085e+19,92846,373
2017-04-08,1447313,22134943280,5936,252.485,2249,14.52,,,44.37,30915.625,90536886.59375,4167174,2355623725,44.37,18340.2159,5.2327124252717605e+19,72144,340
2017-04-09,1453300,21963656913,5797,253.175,2358,14.9,,,43.72,30242.03125,90567128.625,4081472,2602180314,43.72,18009.4232,5.680567880926951e+19,74557,349
2017-04-10,1460327,22330645586,5758,255.97299999999998,2460,14.97,,,43.74,30037.1875,90597165.8125,4122521,2760816737,43.74,18072.1973,6.303860792415912e+19,75487,342
2017-04-11,1466464,22007626117,5849,261.03700000000003,2377,14.76,,,43.74,30450.46875,90627616.28125,4058937,2679717515,43.74,18671.3934,5.891527217426012e+19,75891,331
2017-04-12,1476683,23067711028,5779,260.942,2697,14.98,,,46.38,30217.03125,90657833.3125,4054299,3182442702,46.38,18555.8787,8.068895925718465e+19,80347,365
2017-04-13,1485120,22310955741,5798,254.80599999999998,2589,14.88,,,49.97,30339.84375,90688173.15625,4042837,2759203997,49.97,18205.074,6.165846332024792e+19,84124,375
2017-04-14,1492214,22257379067,5908,271.575,2451,14.62,,,47.32,30989.6875,90719162.84375,4060714,2852421954,47.32,19833.812,6.289644004797044e+19,81155,402
2017-04-15,1498803,22240477959,5721,272.397,2348,15.08,,,48.89,29998.125,90749160.96875,4085220,2598033805,48.89,19260.1407,5.780525136218957e+19,74820,388
2017-04-16,1503386,22100218538,5820,272.58099999999996,2220,14.85,,,48.22,30507.1875,90779668.15625,4064064,2501650359,48.22,19591.7831,5.5117695420304876e+19,70634,390
2017-04-17,1509763,22255010723,5861,275.532,2309,14.73,,,47.94,30647.5,90810315.65625,4052528,2751457420,47.94,19889.9768,6.047329724311748e+19,72546,376
2017-04-18,1518090,22747420158,5861,282.74,2603,14.67,,,49.88,30516.71875,90840832.375,4176945,3260252456,49.88,20302.3049,7.3744781757982654e+19,83303,343
2017-04-19,1526805,22626922333,5718,288.751,2664,15.06,,,47.88,29612.1875,90870444.5625,4090202,3465363718,47.88,20078.8856,7.839648454051648e+19,85734,290
2017-04-20,1536829,22480105997,5859,283.972,2581,14.67,,,49.36,30422.1875,90900866.75,4094391,3408878184,49.36,20288.8866,7.179277395847113e+19,85450,314
2017-04-21,1548026,22819358782,5878,290.823,2691,14.67,,,48.27,30477.34375,90931344.09375,4203564,3790138031,48.27,20805.2888,9.219736509574827e+19,81278,303
2017-04-22,1555797,22631052480,5792,297.111,2429,14.87,,,48.41,29990.3125,90961334.40625,4242704,3110233611,48.41,20900.958,7.492014405674595e+19,73539,286
2017-04-23,1562427,21898039096,5864,298.45099999999996,2393,14.67,,,48.75,30491.25,90991825.65625,4236509,3017245471,48.75,21389.0055,6.508920181793417e+19,77073,328
2017-04-24,1572073,22992421400,5721,295.212,2553,15.06,,,49.94,29785.46875,91021611.125,4262866,3142866515,49.94,20664.8066,7.297982447423356e+19,80531,327
2017-04-25,1580035,21734015245,5897,298.308,2803,14.57,,,50.09,30757.8125,91052368.9375,4281190,3587460558,50.09,21582.4498,7.857420473414995e+19,93033,354
2017-04-26,1596565,22048839796,5637,308.931,2724,15.27,,,53.28,29332.1875,91081701.125,4286926,3389558270,53.28,21292.624,7.478972386314661e+19,89642,318
2017-04-27,1612349,22377947330,5642,313.69599999999997,3095,15.25,,,63.14,29330.0,91111031.125,4281196,3855782843,63.14,21617.4059,8.731269091179831e+19,104494,312
2017-04-28,1624667,22130700584,5697,328.63300000000004,3178,15.12,,,72.42,29682.03125,91140713.15625,4291332,3606508681,72.42,22951.0371,7.920596840681474e+19,106193,337
2017-04-29,1635440,22799209590,5626,342.092,2793,15.29,,,69.83,29217.65625,91169930.8125,4286304,3072854430,69.83,23467.3816,7.020268579630963e+19,91335,301
2017-04-30,1647543,22541845100,5648,332.584,3064,15.25,,,79.83,29368.59375,91199299.40625,4285640,3369941640,79.83,22938.2706,7.895863027440994e+19,95202,311
2017-05-01,1663543,22989649815,5624,336.173,3544,15.32,,,77.53,29357.5,91228656.90625,4289999,4407350348,77.53,23205.2792,1.0553821414090275e+20,112202,340
2017-05-02,1678680,22975461233,5619,335.2,3461,15.29,,,77.25,29436.40625,91258093.3125,4288820,4635194345,77.25,23246.7388,1.1273460265015571e+20,110354,373
2017-05-03,1690254,22182605256,5649,339.47900000000004,3028,15.21,,,80.37,29552.65625,91287645.96875,4288653,3466927160,80.37,23614.2464,7.731350608737826e+19,97334,361
2017-05-04,1708629,22523480694,5649,336.421,3351,15.25,,0.0,94.55,29426.5625,91317072.53125,4285326,4146025194,94.55,23265.2011,9.24303399621889e+19,114877,326
2017-05-05,1724130,22905913235,5675,349.788,3171,15.15,,0.0,90.79,29698.90625,91346771.4375,4287636,3703774549,90.79,24468.9937,8.435330606094706e+19,108514,369
2017-05-06,1739516,22254507120,5678,349.26,2934,15.14,,0.0,94.82,29703.4375,91376474.875,4289623,3895528821,94.82,24415.8585,8.436414638745041e+19,95014,362
2017-05-07,1758488,22863576069,5718,353.593,3322,15.07,,0.0,90.46,29880.15625,91406355.03125,4299139,4383783590,90.46,24862.0244,1.057335058024635e+20,106631,357
2017-05-08,1777158,22304778708,5640,353.82800000000003,3409,15.24,,0.0,88.39,29425.9375,91435780.96875,4297193,4371120763,88.39,24481.3196,9.56059639504976e+19,117509,338
2017-05-09,1797526,22419891708,5672,365.57,3376,15.13,,29.0,86.27,29755.0,91465535.96875,4298025,4941861347,86.27,25606.8006,1.0666662838638119e+20,112933,380
2017-05-10,1817872,22141501610,5648,363.67900000000003,3227,15.19,,188.0,87.83,29614.84375,91495150.8125,4300551,4977215293,87.83,25352.2733,1.0490453692879495e+20,109673,375
2017-05-11,1837631,22276386524,5702,369.26199999999994,3352,15.03,,318.0,88.2,29734.53125,91524885.34375,4298185,5037332202,88.2,25792.7606,1.0939338022651735e+20,117189,333
2017-05-12,1853657,22224260597,5688,379.251,3154,15.1,,343.0,85.15,29889.6875,91554775.03125,4300839,5266065050,85.15,26696.7857,1.0906037352181452e+20,107241,394
2017-05-13,1867571,22176736929,5591,378.491,3065,15.39,,631.0,87.96,29253.28125,91584028.3125,4303966,5077306379,87.96,26056.3076,1.0692358825508353e+20,101332,357
