Date(UTC),AddressCount,AvgGasPrice,BlockCountRewards,BlockDifficulty,BlockSize,BlockTime,ChainData,EnsRegistrations,EtherPrice,Ethersupply,Ethersupply2,GasLimit,GasUsed,MarketCap,NetworkHash,TransactionFee,TxGrowth,Uncles
2016-06-20,364968,22691090048,5949,51.17100000000001,1709,14.03,,,11.7,31714.84375,81220895.96875,4713085,2430847865,11.7,3814.1165,5.1767217706211254e+19,47118,491
2016-06-21,369392,25068845210,5999,49.998999999999995,1629,13.97,,,12.71,31988.4375,81252884.40625,4713173,2852692046,12.71,3755.1058,8.284443513013979e+19,47323,490
2016-06-22,375128,23017973391,6139,51.004,1614,13.65,,,13.21,32670.625,81285555.03125,4712996,2305841686,13.21,3914.4371,5.144506416534352e+19,48615,492
2016-06-23,382466,22617185981,6003,53.457,1513,14.01,,,13.58,31848.125,81349575.03125,4712945,1467850211,13.58,3993.7808,3.197826968847959e+19,41908,452
2016-06-24,378933,22376397200,6042,52.792,1638,13.84,,,14.25,32171.875,81317726.90625,4713445,1836377741,14.25,3987.4979,3.942674817333741e+19,45331,484
2016-06-25,384815,22497935939,5998,53.446000000000005,1415,13.98,,,14.28,31685.9375,81381260.96875,4710953,1301309403,14.28,3971.3075,2.8301648221378724e+19,36684,422
2016-06-26,387234,22141167067,6052,53.891999999999996,1453,13.85,,,13.82,32314.6875,81413575.65625,4202711,1272219947,13.82,4090.5901,2.746798579038279e+19,41613,506
2016-06-27,389903,22312348466,6052,55.306000000000004,1410,13.89,,,14.04,32094.84375,81445670.5,3143761,1279888878,14.04,4165.2564,2.7658056517978173e+19,39663,455
2016-06-28,393251,22584213073,6067,55.833,1482,13.8,,,12.15,32161.40625,81477831.90625,3271202,1469765402,12.15,4215.9351,3.2100177929689154e+19,43089,457
2016-06-29,396171,22918582594,5991,54.938,1792,14.01,,,12.76,31870.0,81509701.90625,4712216,2550844106,12.76,4114.6487,5.685645211444629e+19,49897,480
2016-06-30,398289,22446491113,5985,54.998999999999995,2367,13.97,,,12.4,31986.09375,81541688.0,4713204,4044720907,12.4,4137.6421,8.7887411162619e+19,63952,515
2016-07-01,401254,22618172634,6127,55.25,1380,13.71,,,12.23,32618.28125,81574306.28125,4712682,2158272351,12.23,4235.8486,4.545409620864417e+19,40085,497
2016-07-02,403829,22174765936,6003,56.611999999999995,1382,13.95,,,12.04,31916.5625,81606222.84375,4713667,1122621260,12.04,4246.5515,2.437560555027447e+19,39257,478
2016-07-03,407099,22438609328,6045,57.748999999999995,1404,13.91,,,11.85,32039.6875,81638262.53125,4713560,1427198980,11.85,4343.8485,3.0726876586413613e+19,39757,454
2016-07-04,409961,22445903080,6067,57.434,1415,13.85,,,11.34,32140.9375,81670403.46875,4712411,1224175371,11.34,4332.1514,2.6772880956090348e+19,39950,450
2016-07-05,413875,22791928270,5949,58.422,1470,14.11,,,10.45,31577.8125,81701981.28125,4711458,1368607917,10.45,4335.0033,3.0158881660062777e+19,39270,462
2016-07-06,416917,22376280596,6088,57.053999999999995,1409,13.75,,,10.51,32354.84375,81734336.125,4711333,1382496660,10.51,4336.5273,2.969207731552282e+19,37900,479
2016-07-07,420028,22363551641,6036,57.701,1414,13.93,,,10.07,31895.9375,81766232.0625,4711678,1218807221,10.07,4320.9295,2.6613300448323965e+19,40433,434
2016-07-08,423126,22368208463,5996,57.863,1581,14.01,,,11.3,31949.53125,81798181.59375,4711337,1841766935,11.3,4345.7744,3.93474835453302e+19,42506,493
2016-07-09,427153,22412574674,6126,56.397,1417,13.71,,,10.92,32798.125,81830979.71875,4711317,2334633560,10.92,4356.4367,4.911468466513643e+19,40410,548
2016-07-10,430282,22296567527,6046,58.464,1407,13.92,,,10.97,31965.46875,81862945.1875,4711269,1282671816,10.97,4385.4846,2.764605387797155e+19,39358,435
2016-07-11,432814,22505333819,6029,59.261,1421,13.87,,,10.58,31985.3125,81894930.5,4711087,1300828006,10.58,4454.888,2.8548693257569812e+19,38582,466
2016-07-12,436469,22440652514,6006,59.736999999999995,1567,13.99,,,10.54,31761.09375,81926691.59375,4711258,1519722103,10.54,4453.2789,3.263863904185069e+19,40811,435
2016-07-13,439291,22106770557,6086,59.851000000000006,1357,13.85,,,10.44,32158.59375,81958850.1875,4710676,1149799735,10.44,4517.2296,2.474975015797346e+19,35740,435
2016-07-14,442427,22324847989,6001,59.835,1536,13.96,,,11.55,31810.78125,81990660.96875,4710269,1486527204,11.55,4472.393,3.240964188069573e+19,42809,457
2016-07-15,445925,22150401292,5988,58.711999999999996,1457,14.04,,,11.88,31884.6875,82022545.65625,4709863,1357561838,11.88,4402.0765,2.9146970369041367e+19,41110,490
2016-07-16,448149,22453905433,6081,58.591,1349,13.78,,,11.59,32170.46875,82054716.125,4711033,1093312003,11.59,4426.8996,2.388086019196026e+19,38062,447
2016-07-17,449627,22385907496,6029,59.611000000000004,1264,13.94,,,11.19,31777.34375,82086493.46875,4710029,894579244,11.19,4446.0043,1.964701243345588e+19,33914,415
2016-07-18,452120,22194304300,6109,59.773999999999994,1397,13.69,,,11.03,32498.125,82118991.59375,4709453,1183112877,11.03,4569.4936,2.5653265275700646e+19,39198,496
2016-07-19,455066,21817375021,5970,60.393,1502,14.0,,,11.63,31773.90625,82150765.5,4712214,1362771496,11.63,4514.7929,2.9217898571946033e+19,44184,489
2016-07-20,459828,22553228644,5946,58.928999999999995,1718,14.05,,,12.54,31914.84375,82182680.34375,4711461,3608686150,12.54,4425.822,7.55856876748784e+19,50631,543
2016-07-21,463245,22496025782,6154,59.763000000000005,1522,13.65,,,12.66,32783.75,82215464.09375,4710519,1572084963,12.66,4602.5527,3.4210520717130707e+19,44882,500
2016-07-22,467682,22388524770,5957,59.596000000000004,1641,14.08,,,14.82,31690.625,82247154.71875,4711014,1736914290,14.82,4434.4853,3.74178476058897e+19,48458,472
2016-07-23,471467,22644090502,6093,60.797,1496,13.84,,,14.4,32395.0,82279549.71875,4710949,1486891308,14.4,4619.5511,3.30563051968375e+19,45006,472
2016-07-24,475286,23334840904,5937,60.912,1797,14.16,,,12.63,31476.25,82311025.96875,4710831,1623408980,12.63,4498.6015,3.734635349004277e+19,58215,444
2016-07-25,479819,23055593809,6030,58.041000000000004,1737,13.94,,,13.84,31991.5625,82343017.53125,4711126,1754648808,13.84,4353.0916,3.943033770706755e+19,54856,450
2016-07-26,485119,23802114598,5809,57.485,1946,14.42,,,12.08,30777.5,82373795.03125,4711168,1974011991,12.08,4147.0192,4.54888850848676e+19,61930,424
2016-07-27,490249,22886382980,6175,51.387,1706,13.79,,,13.05,32937.8125,82406732.84375,4710791,1714851632,13.05,3975.9477,3.824012560643109e+19,53035,510
2016-07-28,493294,24336775150,6081,55.687,1610,14.21,,,12.87,32354.21875,82439087.0625,4710949,2102090676,12.87,4230.6929,6.395126238460873e+19,48555,483
2016-07-29,496589,22951966479,5979,55.146,1598,14.45,,,12.87,31939.375,82471026.4375,4711545,2014113080,12.87,4137.8516,4.568204827465866e+19,47243,504
2016-07-30,498814,22341575288,5981,54.678999999999995,1460,14.44,,,12.57,31641.71875,82502668.15625,4710901,1369798941,12.57,4057.8986,2.9990469208664904e+19,42011,431
2016-07-31,501305,22551495057,6029,54.483000000000004,1585,14.33,,,11.86,32219.53125,82534887.6875,4710794,1351488065,11.86,4120.2423,3.0371510899954037e+19,48749,505
2016-08-01,503754,22560601997,5961,54.442,1561,14.49,,,11.04,31594.375,82566482.0625,4711025,1361547316,11.04,4033.4068,3.0441802272129106e+19,45978,440
2016-08-02,507459,22679744211,5894,50.797,1687,14.66,,,8.3,31355.15625,82597837.21875,4710455,1514488094,8.3,3736.2769,3.396400380656879e+19,49041,461
2016-08-03,510443,22667499175,5984,48.633,1665,14.44,,,10.42,31707.65625,82629544.875,4710898,1482317473,10.42,3614.2588,3.302603609543331e+19,49475,437
2016-08-04,513258,22424068262,6192,51.09,1617,13.95,,,11.21,32852.8125,82662397.6875,4710665,1466374182,11.21,3936.9981,3.2411900469726913e+19,46761,466
2016-08-05,515463,22709716839,6065,53.305,1527,14.24,,,11.05,32232.03125,82694629.71875,4710698,1304026331,11.05,4031.1962,2.940461259703446e+19,43212,469
2016-08-06,517347,22261007498,5978,53.004,1465,14.46,,,10.95,31589.84375,82726219.5625,4711247,1177530476,10.95,3924.4177,2.605450904084727e+19,41487,419
2016-08-07,519108,22143757119,6077,53.578,1473,14.22,,,10.98,32291.09375,82758510.65625,4711547,1262729849,10.98,4058.0205,2.7696032432606982e+19,42955,467
2016-08-08,521038,22238663553,6059,54.81,1504,14.26,,,11.29,32175.9375,82790686.59375,4711440,2565817408,11.29,4136.7742,5.3896575426021106e+19,42984,462
2016-08-09,526538,22880314198,6130,56.755,1592,14.1,,,12.22,32666.40625,82855515.96875,4711480,1400157039,12.22,4353.1675,3.1476820396721226e+19,47057,497
2016-08-10,523626,22839922128,6054,58.86,1607,14.27,,,12.22,32162.96875,82822849.5625,4711080,1471694578,12.22,4442.4061,3.342224228153543e+19,46290,467
2016-08-11,529018,22430005194,6068,60.119,1621,14.24,,,11.68,32204.84375,82887720.8125,4710417,1428325553,11.68,4538.8823,3.2086721642682204e+19,48171,455
2016-08-12,531192,23389186213,6014,60.031000000000006,1559,14.37,,,11.78,32103.28125,82919824.09375,4711106,1326666513,11.78,4529.4509,3.019986677086841e+19,44400,505
2016-08-13,532827,22116282460,6032,59.674,1431,14.32,,,11.56,31998.90625,82951823.0,4711142,1140082745,11.56,4479.0387,2.507781384710389e+19,41088,453
2016-08-14,534412,22080023368,6034,59.898999999999994,1406,14.32,,,11.21,31968.90625,82983791.90625,4711301,1096874038,11.21,4488.9892,2.419811888082194e+19,40577,441
2016-08-15,536080,22387394758,6090,59.513999999999996,1467,14.19,,,11.21,32328.90625,83016120.8125,4710725,1226846171,11.21,4512.4457,2.715515555644695e+19,42302,461
2016-08-16,537798,22133315567,6054,61.567,1621,14.27,,,11.17,32037.1875,83048158.0,4711205,1418034622,11.17,4623.2492,3.116428492867512e+19,48949,434
2016-08-17,539428,22449010538,6009,61.463,1532,14.38,,,10.77,31994.53125,83080152.53125,4711333,1294638318,10.77,4616.8304,2.8701739012835344e+19,44867,481
2016-08-18,541085,22271755769,6100,61.11,1663,14.16,,,10.77,32789.0625,83112941.59375,4711047,1649547423,10.77,4717.6488,3.6061490801676947e+19,47799,570
2016-08-19,542717,23013031811,6014,62.458999999999996,1491,14.37,,,10.71,31841.40625,83144783.0,4709864,1322051295,10.71,4666.3602,2.9832358749630857e+19,42948,441
2016-08-20,544620,22008202022,6055,63.446999999999996,1453,14.27,,,11.28,32235.625,83177018.625,4710609,1214018556,11.28,4807.7401,2.6607695325666673e+19,41318,492
2016-08-21,546514,22724928781,6084,63.103,1480,14.2,,,11.14,32692.34375,83209710.96875,4710156,1279475184,11.14,4860.5322,2.901744247243324e+19,42543,571
2016-08-22,548109,22323641612,6078,64.446,1526,14.22,,,11.07,32292.8125,83242003.78125,4710135,1358467325,11.07,4890.1286,2.9909456093232767e+19,44250,478
2016-08-23,550573,22472449180,6015,65.758,2023,14.36,,,11.01,32183.90625,83274187.6875,4709295,3437976497,11.01,4980.5674,7.211857086164309e+19,48430,529
2016-08-24,552384,22134955112,6053,65.493,1590,14.28,,,11.01,32273.4375,83306461.125,4709493,1365497931,11.01,4968.8061,3.0003258780428722e+19,46821,502
2016-08-25,554545,21662495420,6094,67.33800000000001,1663,14.18,,,11.35,32135.625,83338596.75,4709477,1503181516,11.35,5076.846,3.2482903928131162e+19,49868,420
2016-08-26,556489,22060468684,6006,70.035,1610,14.39,,,11.26,31871.40625,83370468.15625,4709561,1446149563,11.26,5242.0628,3.157593594783829e+19,47292,461
2016-08-27,557883,22084491734,6076,69.02,1586,14.22,,,11.19,32306.40625,83402774.5625,4709742,1297050238,11.19,5241.1926,2.85799392376121e+19,47938,485
2016-08-28,559482,22327330954,6035,68.798,1451,14.32,,,10.99,32027.96875,83434802.53125,4709810,1157458709,10.99,5174.1701,2.5727256715378786e+19,42607,463
2016-08-29,561294,22503390990,6014,68.148,1572,14.37,,,10.95,31926.40625,83466728.9375,4709892,1320040213,10.95,5110.3024,2.940689667740974e+19,45510,465
2016-08-30,563151,21969060645,6026,68.22,1616,14.34,,,11.21,31874.84375,83498603.78125,4709163,1474009089,11.21,5104.6336,3.224637659436323e+19,46979,439
2016-08-31,565136,22383972827,6073,69.059,1538,14.22,,,11.55,32134.53125,83530738.3125,4709169,1356666091,11.55,5212.9746,2.999766425626216e+19,45846,449
2016-09-01,567294,22350497450,5989,70.596,1583,14.43,,,12.21,31744.6875,83562483.0,4708806,1434700962,12.21,5264.4573,3.174365594221279e+19,47491,454
2016-09-02,569263,21832746445,6088,70.13,1850,14.18,,,12.08,32384.0625,83594867.0625,4709322,2097074659,12.08,5339.3071,4.522987797123115e+19,55413,490
2016-09-03,571037,22180114518,5949,68.51,1513,14.53,,,11.85,31495.9375,83626363.0,4708902,1231580684,11.85,5064.514,2.7180749805405893e+19,44792,438
2016-09-04,572702,23122925314,6023,65.87100000000001,1719,14.34,,,11.71,31864.0625,83658227.0625,4708699,2167392083,11.71,4925.8701,4.9336067762023e+19,48128,438
2016-09-05,574371,22297761925,6076,67.661,1512,14.22,,,11.75,32189.6875,83690416.75,4709998,1303037941,11.75,5116.8905,2.86288674638285e+19,42667,458
2016-09-06,576228,22011556383,5993,68.158,1722,14.42,,,11.7,31681.40625,83722098.15625,4709819,1526617928,11.7,5066.0973,3.3380266725753516e+19,49102,429
2016-09-07,577984,22086810764,6118,68.605,1692,14.11,,,11.59,32267.8125,83754365.96875,4709743,1572299632,11.59,5193.0105,3.4199424352039588e+19,48701,422
2016-09-08,579977,22630806155,6016,68.487,1900,14.37,,,11.39,31908.59375,83786274.5625,4709567,1863985100,11.39,5135.7331,4.120653977871859e+19,55970,463
2016-09-09,582016,21954984795,6074,68.268,1853,14.23,,,11.72,32216.875,83818491.4375,4709764,1913940716,11.72,5165.9252,4.189687900736712e+19,53918,464
2016-09-10,583909,22516085593,5999,69.729,1508,14.4,,,12.05,31830.625,83850322.0625,4709779,1217614180,12.05,5212.7523,2.740706334146718e+19,42875,460
2016-09-11,585641,23221716092,6093,71.178,1460,14.18,,,11.64,32352.96875,83882675.03125,4709347,1223254865,11.64,5414.1144,2.85480457112391e+19,43345,479
2016-09-12,588032,23192092540,6063,71.225,1585,14.25,,,11.89,32237.03125,83914912.0625,4709199,1545907006,11.89,5397.9619,3.5029999011945538e+19,45123,485
2016-09-13,589982,22172975216,6003,71.654,1497,14.39,,,11.92,31904.84375,83946816.90625,4709188,1371598775,11.92,5369.0839,3.039217184392434e+19,42591,471
2016-09-14,591822,21847315101,6091,72.546,1758,14.18,,,11.97,32528.75,83979345.65625,4709109,1682711707,11.97,5550.9528,3.6299358965057372e+19,53859,520
2016-09-15,593560,22076869309,6031,73.116,1743,14.32,,,11.96,32182.8125,84011528.46875,4709145,1658435104,11.96,5538.7187,3.622695515098202e+19,52622,514
2016-09-16,595415,21913132122,6065,72.645,2020,14.25,,,12.61,32239.0625,84043767.53125,4709239,2194001365,12.61,5504.7355,4.693201364715229e+19,57532,482
2016-09-17,597259,22349371995,6044,75.421,1588,14.3,,,12.83,32155.0,84075922.53125,4708655,1585781668,12.83,5705.4374,3.5281318150284198e+19,46882,492
2016-09-18,598924,22722051979,5598,72.22399999999999,1433,15.43,,,12.39,29573.90625,84105496.4375,4707956,1293680440,12.39,5038.1328,2.964526239834508e+19,37893,429
2016-09-19,599907,22459974842,6409,62.901,1341,13.48,,,12.93,34276.875,84139773.3125,4700188,1231910250,12.93,5155.0804,2.7617377710510907e+19,40505,672
2016-09-20,602298,22114596899,6167,74.758,1689,14.01,,,14.72,32492.5,84172265.8125,4700337,1480764928,14.72,5747.8625,3.2825567598931268e+19,54067,476
2016-09-21,605237,21875371150,6062,77.929,1598,14.25,,,13.72,32083.75,84204349.5625,4701179,1395904968,13.72,5918.6443,3.0172186063844164e+19,44549,500
2016-09-22,606968,21998293790,5746,71.32300000000001,1876,15.04,,,13.11,31605.625,84235955.1875,4288910,2410972590,13.11,5443.359,6.314613193833751e+19,52657,848
2016-09-23,608507,36520780497,6226,72.67,1280,13.87,,,13.36,34280.0,84270235.1875,1002439,1357490092,13.36,5966.6603,4.9030931372571525e+19,35219,868
2016-09-24,610118,33231902597,5877,74.211,1526,14.71,,,12.91,33324.84375,84303560.03125,1171866,2289308086,12.91,5995.2836,7.102947472598124e+19,43418,1103
2016-09-25,612211,38650733832,6267,75.468,1387,13.79,,,13.05,34390.46875,84337950.5,1499421,1747816446,13.05,6227.8531,6.714020109360443e+19,38713,863
2016-09-26,613935,43188170153,5843,75.443,1545,14.79,,,12.89,32130.78125,84370081.28125,1499865,2542248908,12.89,5867.8083,1.1563920556085653e+20,43514,877
2016-09-27,615620,35880566234,6053,71.52199999999999,1661,14.27,,,13.09,35284.375,84405365.65625,1500023,2632786474,13.09,6199.3892,9.85407520975099e+19,46817,1436
2016-09-28,620099,31053957466,6106,81.37899999999999,1561,14.15,,,13.3,32403.4375,84470082.53125,1499957,2175515747,13.3,6242.7931,6.8132691127373095e+19,42797,522
2016-09-29,618271,30521640536,6126,83.711,1442,14.11,,,13.17,32313.4375,84437679.09375,1499913,1396207408,13.17,6382.9672,4.127925800603708e+19,40416,462
2016-09-30,622544,29817386069,6008,83.323,1437,14.37,,,13.24,31623.28125,84501705.8125,1499703,1272668731,13.24,6211.6467,4.025902679362391e+19,35836,433
2016-10-01,624508,27851144123,5780,76.304,1810,14.96,,,13.21,34478.59375,84536184.40625,1500303,3985836244,13.21,6435.5312,9.13894998979849e+19,53076,1507
2016-10-02,627061,29274270351,6068,76.005,1687,14.04,,,13.23,35760.78125,84571945.1875,1499492,3743242598,13.23,6609.1126,8.747521666596032e+19,51105,1445
2016-10-03,629658,28921116127,6204,81.561,1719,13.85,,,13.45,33274.53125,84605219.71875,1499443,2717406813,13.45,6480.4953,6.592753263690501e+19,47672,661
2016-10-04,653826,25719466740,6077,86.514,2192,14.13,,,13.32,32051.40625,84637271.125,1499001,3246134901,13.32,6618.6976,8.536779294964444e+19,56662,533
2016-10-05,656302,25204877308,5817,80.8,1802,14.69,,,13.09,33081.5625,84670352.6875,1498534,2866971417,13.09,6594.0094,6.416574448814713e+19,41719,1234
2016-10-06,659011,23383154022,5953,83.821,1938,14.44,,,12.87,32841.875,84703194.5625,1498143,2310816610,12.87,6644.5921,5.025810890054457e+19,36826,896
2016-10-07,661379,23148248452,5887,69.908,4119,14.4,,,12.68,36551.875,84739746.4375,1495809,2421130656,12.68,6417.1224,5.356977025135322e+19,43708,2044
2016-10-08,664537,23382156317,6200,76.211,5429,13.73,,,12.24,36094.6875,84775841.125,1497289,2565205408,12.24,6698.4587,5.638056190348182e+19,37690,1394
2016-10-09,667329,24293403159,6049,84.95100000000001,5683,14.17,,,12.06,33425.625,84809266.75,1497217,2711943257,12.06,6812.7671,6.002357006056862e+19,43940,880
2016-10-10,686320,23808820587,6041,86.427,12725,14.16,,,11.74,33130.9375,84842397.6875,1495837,2467479630,11.74,6857.1214,5.4636689680294806e+19,44940,814
2016-10-11,692167,24289033632,6050,89.686,2762,14.2,,,11.75,32479.53125,84874877.21875,1495918,1564187991,11.75,6937.1736,3.91986546123736e+19,41053,633
2016-10-12,700440,26037096488,5910,84.156,1248,14.48,,,11.77,33092.65625,84907969.875,1496324,1522678013,11.77,6700.3711,4.418646313907641e+19,30002,969
2016-10-13,716073,74508549155,6114,82.198,1306,13.94,,,12.02,34826.25,84942796.125,1495940,1418138280,12.02,6965.8669,1.1265850113615901e+20,32244,1208
2016-10-14,728429,47491822159,6079,91.991,1400,14.13,,,11.9,32913.75,84975709.875,1222433,1486426699,11.9,7226.2037,7.524662026502198e+19,42006,708
2016-10-15,731881,67021626922,6027,95.454,1236,14.25,,,11.96,32207.1875,85007917.0625,500409,1040206098,11.96,7301.6059,6.908272300007281e+19,33662,582
2016-10-16,736985,64860315135,6055,95.16799999999999,1297,14.2,,,11.93,32930.3125,85040847.375,500401,990865611,11.93,7491.1701,6.699710041155982e+19,34990,746
2016-10-17,741716,62917625993,5959,92.15700000000001,1377,14.39,,,11.98,32377.8125,85073225.1875,500238,1078574284,11.98,7121.9336,7.153950336828534e+19,38136,718
2016-10-18,746368,56109104953,6119,92.932,1747,14.0,,,12.5,33320.3125,85106545.5,777144,1704303900,12.5,7396.8799,9.686327472357453e+19,51898,758
2016-10-19,747915,26727015004,5774,92.35799999999999,1638,14.74,,,11.98,33149.6875,85139695.1875,2846462,4085729321,11.98,7431.3973,9.276412162282255e+19,38497,1178
2016-10-20,749504,28388678071,6298,92.825,1466,13.65,,,12.05,34529.0625,85174224.25,1657755,2271887910,12.05,7670.915,5.494496562188911e+19,43438,842
2016-10-21,751013,27327186756,6097,102.156,1724,14.11,,,12.07,32126.875,85206351.125,1203674,1538319822,12.07,7757.4499,4.196456691298705e+19,57780,464
2016-10-22,752751,25568419660,6041,103.794,1357,14.24,,,12.06,31702.65625,85238053.78125,1294716,1087705458,12.06,7767.7022,2.7659672600377352e+19,37772,425
2016-10-23,754105,27189463354,5993,102.34100000000001,1292,14.38,,,11.95,31331.875,85269385.65625,1997458,1003447161,11.95,7558.2757,2.636303684179679e+19,35364,388
2016-10-24,755748,26738598194,6065,101.691,1791,14.15,,,11.93,32061.875,85301447.53125,1999236,1752086955,11.93,7712.7627,4.85906300460225e+19,52547,488
2016-10-25,758849,25467763116,6028,104.669,1675,14.26,,,11.38,31664.53125,85333112.0625,1999259,1595508580,11.38,7817.4541,4.319615629848607e+19,47610,425
2016-10-26,760844,24766803093,6096,104.78399999999999,1550,14.13,,,11.5,31956.875,85365068.9375,1999273,1320784021,11.5,7897.5795,3.5289184982693482e+19,45158,416
2016-10-27,762714,25335805631,6018,104.65899999999999,1518,14.29,,,11.43,31445.0,85396513.9375,1999209,1288784933,11.43,7754.9282,3.334429094512273e+19,44353,384
2016-10-28,765038,26393346615,5943,101.735,1472,14.49,,,11.08,31079.0625,85427593.0,1999189,1281666893,11.08,7447.6341,3.589208134219633e+19,41522,382
2016-10-29,766865,26931401011,5668,85.036,1461,15.16,,,10.39,29629.53125,85457222.53125,1999048,1103589525,10.39,5933.8419,3.112248176892602e+19,40011,361
2016-10-30,768687,25710654068,6059,76.37,1422,14.18,,,11.22,31960.46875,85489183.0,1999102,1149072616,11.22,5768.4023,3.059147767053507e+19,39435,467
2016-10-31,770540,24958279875,6092,81.664,1536,14.12,,,10.91,32021.25,85521204.25,1999056,1338772706,10.91,6170.1936,3.3414825530357854e+19,45031,436
2016-11-01,772838,27306724366,5839,73.351,1689,14.75,,,10.75,30498.4375,85551702.6875,1999027,1473547479,10.75,5264.4502,4.119268588981389e+19,49025,362
2016-11-02,777832,24483859111,5952,64.719,1497,14.46,,,10.82,31142.03125,85582844.71875,1998359,1195992854,10.82,4743.8178,2.9197535737174573e+19,43519,381
2016-11-03,779820,24961749448,5950,61.515,1471,14.46,,,10.86,31215.9375,85614060.65625,1998698,1175802179,10.86,4528.1677,2.970314026793444e+19,42346,410
2016-11-04,781449,23953353775,5904,57.16,1262,14.58,,,11.13,30923.59375,85644984.25,1998811,909734105,11.13,4164.5726,2.1701363740615475e+19,32572,391
2016-11-05,782988,24196990421,5996,53.005,1358,14.33,,,11.11,31424.53125,85676408.78125,1998836,1010144475,11.11,3926.9146,2.4598063675717145e+19,37690,405
2016-11-06,784678,24064007293,6054,51.647,1289,14.17,,,10.97,31800.15625,85708208.9375,1998560,961866815,10.97,3870.5255,2.3282718881160966e+19,34391,421
2016-11-07,786489,24556000429,6315,58.599,1399,13.6,,,10.9,33259.0625,85741468.0,1998737,1155660767,10.9,4601.8022,2.9029823132227695e+19,41941,470
2016-11-08,788550,24358801328,6159,67.264,1476,13.97,,,10.86,32327.1875,85773795.1875,1998842,1287625339,10.86,5126.5784,3.146834312877433e+19,41569,426
2016-11-09,791024,25674126403,5924,68.501,1484,14.49,,,10.64,31002.34375,85804797.53125,1998969,1396745204,10.64,5000.396,3.4985425585907515e+19,40517,383
2016-11-10,793001,24703835063,5966,62.532,1492,14.4,,,10.52,31210.78125,85836008.3125,1998946,1345345017,10.52,4596.517,3.5377435568150122e+19,40164,385
2016-11-11,795241,28889390493,5992,60.582,1462,14.37,,,10.29,31339.375,85867347.6875,1998527,1309985453,10.29,4470.7243,4.423578158600204e+19,41070,384
2016-11-12,797064,25243993965,6086,60.465,1426,14.12,,,9.96,31950.0,85899297.6875,1999114,1173857840,9.96,4555.873,3.0717758394736034e+19,40882,424
2016-11-13,799460,25168748733,6203,64.65100000000001,1468,13.85,,,10.13,32424.21875,85931721.90625,1998932,1300556775,10.13,4937.128,3.3926470962063716e+19,43673,395
2016-11-14,803432,24969184273,6067,68.109,1576,14.13,,,10.0,31884.21875,85995043.15625,1998511,1454676000,10.0,5122.3997,3.831456256848807e+19,43876,431
2016-11-15,801577,24586128040,6006,69.61,1577,14.33,,,10.22,31437.03125,85963158.9375,1998874,1415927265,10.22,5155.4629,3.702739810221879e+19,45330,393
2016-11-16,805304,24746018974,6045,67.943,1481,14.21,,,10.01,31581.40625,86026624.5625,1998890,1307260877,10.01,5050.1138,3.4924240184009535e+19,41684,377
2016-11-17,807112,24334480804,5868,66.53,1476,14.61,,,9.95,30808.59375,86057433.15625,1998694,1193953855,9.95,4838.0854,3.0428800013697696e+19,40738,415
2016-11-18,809162,24779293462,6289,66.438,1514,13.67,,,9.53,33100.78125,86090533.9375,1997356,1340958763,9.53,5193.5489,3.4701169488084365e+19,43785,465
2016-11-19,810733,24367796634,6150,71.949,1375,13.92,,,9.7,32331.09375,86122865.03125,1996428,1103106990,9.7,5480.2832,2.790021682607427e+19,39289,431
2016-11-20,812403,24297865025,6179,78.335,1473,13.87,,,9.57,32460.15625,86155325.1875,1997325,1263031869,9.57,5987.5706,3.2596468833022054e+19,42125,425
2016-11-21,814569,24827550548,6073,84.45,1537,14.12,,,9.56,31811.5625,86187136.75,1997295,1349827967,9.56,6324.9229,3.5251511680659517e+19,42735,398
2016-11-22,816176,23329377849,5922,81.078,1708,14.47,,,9.84,31177.5,86218314.25,1997825,1568306298,9.84,5955.0846,3.809484580544673e+19,53585,424
2016-11-23,817840,24571404785,5837,75.589,1950,14.5,,,9.78,32625.625,86250939.875,2034874,3254628695,9.78,5908.0341,8.222907797129227e+19,64289,916
2016-11-24,819485,27981297065,5914,68.111,1424,14.44,,,9.22,32397.65625,86283337.53125,3224321,2211281024,9.22,5287.2911,5.889329241118993e+19,36861,793
2016-11-25,840006,24440853301,6111,65.987,1767,14.13,,,9.39,33434.84375,86316772.375,3299571,2334154461,9.39,5301.8374,5.98097480438427e+19,58075,831
2016-11-26,843172,24641800522,5938,69.017,1501,14.56,,,9.34,32495.9375,86349268.3125,3299530,2821246160,9.34,5364.8074,7.259888123052879e+19,40804,778
2016-11-27,845997,25256371561,5945,65.524,1703,14.53,,,8.91,33711.09375,86382979.40625,3299028,4447039191,8.91,5348.1061,1.149160501874076e+20,44449,1107
2016-11-28,847709,25726139305,6042,67.65,1731,14.3,,,8.66,33939.84375,86416919.25,3299394,4699460436,8.66,5544.287,1.2221927557318967e+20,48388,1039
2016-11-29,849474,25163119754,5988,69.01,1692,14.43,,,8.18,32971.09375,86449890.34375,3299547,3918288751,8.18,5456.127,1.0158944481871403e+20,47036,843
2016-11-30,851332,23375317675,6061,69.28399999999999,2209,14.26,,,8.59,31840.0,86481730.34375,3293862,1448305639,8.59,5209.9548,3.531984014686877e+19,39178,436
2016-12-01,852988,22785340768,6057,70.31,1407,14.27,,,8.44,31748.28125,86513478.625,3292451,1179561410,8.44,5268.3704,2.7223136520090243e+19,37121,417
